length-of-text, length-of-pattern, Naive, Boyer-Moore, Horspool
1772,51,24,3,3
1857,44,26,3,3
755,81,10,2,2
376,5,6,3,3
1128,125,14,3,3
316,121,3,3,2
1333,175,16,4,4
868,15,13,3,3
1682,95,23,4,3
1178,159,15,3,4
1389,155,18,4,4
1292,132,16,3,4
1511,188,19,4,4
1062,101,14,3,3
454,98,5,2,3
1152,80,15,2,3
725,16,11,3,2
101,9,1,1,1
1012,61,14,2,3
795,80,10,2,2
28,34,0,1,1
533,149,6,3,3
1809,112,24,3,3
430,74,5,1,2
262,58,3,2,2
101,95,0,2,2
626,190,6,3,4
893,134,11,3,3
1047,185,13,3,4
1447,87,20,3,3
1019,7,15,7,5
1774,104,23,3,3
1120,136,14,3,4
1941,97,27,3,3
1587,111,21,2,3
1740,95,23,3,3
896,200,10,4,5
924,65,12,2,3
1791,50,25,3,3
1475,129,20,3,3
480,58,6,2,2
1540,118,21,3,4
1320,191,16,4,4
247,14,4,1,1
1316,102,18,3,3
1839,153,25,3,4
456,179,4,3,4
64,77,0,2,2
789,134,10,3,3
426,187,4,3,4
820,7,13,5,4
903,29,13,2,2
273,161,2,3,3
466,100,5,2,2
373,95,4,2,2
699,44,9,2,2
203,75,2,2,2
1989,143,26,4,4
1467,137,19,3,3
306,14,4,2,2
1820,130,24,3,4
345,10,5,2,2
824,169,9,3,4
1862,107,26,3,3
966,66,13,2,2
1576,25,22,4,3
605,142,7,3,3
1084,137,14,3,3
423,134,4,2,3
484,63,6,2,2
1089,23,15,3,3
444,46,6,2,2
1447,63,20,3,2
364,41,4,1,2
1602,7,25,9,8
1975,92,27,3,3
1489,72,20,3,3
68,1,2,3,2
750,34,10,2,2
37,178,0,3,3
1677,160,22,3,4
1947,111,26,3,3
1381,140,18,3,3
1086,3,18,13,12
1944,57,27,4,3
1346,189,17,4,5
496,44,6,2,2
1887,30,26,4,4
18,162,0,3,3
1458,65,20,3,3
1855,119,25,3,3
1191,187,14,3,4
1748,10,27,7,6
250,151,2,3,3
1164,85,15,3,2
1602,185,31,8,5
1792,136,24,3,3
1840,6,29,12,11
1509,140,19,3,4
1735,181,23,4,5
88,33,1,1,1
1325,131,17,4,4
1369,94,51,9,6
1869,70,26,3,3
1002,191,11,4,4
853,148,10,3,4
1434,66,20,3,2
1881,124,25,4,4
1356,181,16,3,5
1622,84,22,2,2
1153,190,14,3,5
929,168,11,4,25
742,102,10,3,3
923,60,14,2,3
595,137,8,2,4
1837,139,26,3,4
1868,20,31,5,5
1944,126,28,4,4
26,172,0,3,4
579,58,8,2,2
937,91,13,2,3
1224,157,16,3,4
167,90,2,2,2
1370,181,18,4,5
1975,142,28,4,4
590,10,10,3,3
1707,135,25,3,4
510,50,7,2,2
1747,1,29,65,59
1188,130,16,3,4
491,141,5,3,4
92,32,1,1,1
1821,45,27,3,3
123,141,0,2,4
66,151,0,3,3
449,29,6,2,2
1895,150,27,4,4
1016,55,15,3,2
18,188,1,3,4
145,178,0,3,4
1603,119,23,3,4
1812,110,26,3,3
705,65,10,2,3
482,194,4,3,5
1194,26,18,3,3
469,64,6,2,3
902,37,13,2,2
1420,43,22,2,2
1570,153,22,4,4
567,4,10,6,5
1917,48,40,3,3
1382,186,17,4,4
990,17,15,3,3
92,188,0,3,4
917,87,11,2,2
1131,164,14,3,4
536,152,6,3,3
884,5,13,7,7
367,48,5,1,1
1569,111,21,3,3
1605,153,21,3,4
622,122,8,2,3
1871,178,24,4,4
1654,166,21,4,4
76,126,0,2,2
121,193,0,3,4
734,137,9,3,3
446,104,5,2,3
598,85,7,2,3
1506,150,19,4,4
1659,81,23,3,3
1250,28,17,3,3
596,142,6,3,3
1021,22,16,3,2
251,86,3,2,2
449,151,5,3,3
470,74,6,2,2
723,200,7,4,4
793,194,9,3,4
318,108,3,2,3
956,108,12,3,3
1871,158,25,4,4
989,24,14,3,2
1225,52,17,2,2
796,199,9,3,5
694,101,8,2,2
1323,196,16,4,5
1821,133,24,3,4
1627,47,23,3,3
645,43,9,2,2
938,102,12,2,2
396,22,6,1,1
1841,153,25,4,4
1901,169,25,4,4
1195,43,16,2,2
1986,17,31,5,5
1344,170,17,3,4
1261,174,15,4,4
1426,148,18,3,3
1717,130,23,3,4
199,119,1,2,2
785,106,10,2,2
527,142,5,2,4
1877,90,25,3,3
1850,192,24,5,5
1884,17,29,6,5
1815,64,25,3,3
396,82,4,2,2
796,26,11,2,2
1372,22,21,4,3
1342,51,19,2,3
1511,1,23,53,48
1486,91,20,3,3
1216,42,17,3,2
944,98,12,2,2
1579,162,20,4,4
946,169,11,4,4
914,122,11,3,3
192,45,2,2,1
1830,182,24,4,4
1352,52,19,2,3
1958,3,31,24,21
1986,164,26,4,5
718,158,7,3,4
1914,30,27,4,3
1652,98,22,3,3
1166,7,18,7,6
284,17,4,2,1
404,21,6,1,2
137,37,1,1,1
632,152,6,3,3
1246,122,16,3,4
1215,95,16,3,3
1613,154,21,3,3
676,67,9,2,2
583,47,8,1,1
299,15,4,2,1
1785,80,24,2,3
931,111,12,3,3
1421,91,20,2,3
173,194,0,3,4
1605,65,22,2,3
1898,71,26,4,4
936,138,11,3,4
1173,120,15,3,3
1122,38,15,2,2
1563,181,34,5,4
1322,98,17,3,4
19,199,0,3,4
1448,135,45,5,4
1865,155,25,4,5
1396,190,18,4,5
1207,151,15,4,4
838,36,11,2,2
159,21,2,1,1
1723,151,23,4,5
983,125,12,3,3
166,53,2,1,1
1488,121,20,4,3
760,84,10,3,3
190,118,1,2,2
712,48,10,2,2
803,77,11,2,2
385,151,3,2,3
1328,23,28,20,26
1940,197,25,5,5
1954,152,42,6,6
1984,43,28,3,4
671,119,8,2,3
1922,49,27,3,3
1317,159,17,3,4
241,100,3,2,2
1292,184,16,3,4
1638,139,22,3,4
753,181,8,3,4
283,5,5,2,2
492,160,5,3,4
1483,133,20,3,3
1112,185,14,3,4
215,56,2,2,2
1347,133,19,3,4
811,56,16,2,2
1703,123,24,3,15
592,56,8,2,2
1508,128,21,4,4
796,148,10,3,3
145,58,2,1,2
1601,5,27,14,12
335,113,3,2,3
1165,77,17,3,3
1156,97,16,3,3
1871,126,27,4,4
1280,72,18,2,3
443,76,5,2,2
480,196,4,4,5
433,97,5,2,3
158,104,1,2,2
840,122,11,2,3
772,120,10,3,3
993,134,13,3,3
1561,36,23,3,3
1634,128,23,4,4
671,15,11,2,3
1629,165,22,4,5
212,31,3,1,1
169,82,1,2,3
1196,194,15,4,4
1852,196,25,5,5
98,86,0,2,2
1121,177,15,4,5
183,69,2,1,2
1526,138,21,4,4
1589,191,21,4,5
1202,9,20,6,5
1367,192,18,4,5
1101,88,16,3,3
1316,175,18,4,4
1883,181,26,4,4
1447,168,20,4,4
438,183,4,3,4
1426,141,20,3,3
1472,179,30,4,4
100,159,0,3,3
1178,105,15,2,3
1424,170,18,4,5
25,100,0,1,3
1481,125,20,3,4
1527,149,20,3,3
331,114,3,2,3
1355,181,17,4,4
1490,80,21,2,3
510,51,7,1,1
1673,79,23,3,3
1793,5,28,14,12
1532,99,20,3,3
1570,110,21,3,3
378,19,5,1,2
1939,105,27,3,3
783,48,11,2,2
1214,110,16,2,2
1221,91,16,3,3
1819,167,23,3,4
1736,101,23,3,3
1610,178,20,4,5
469,120,5,2,3
543,84,7,2,3
1554,191,20,4,5
977,76,13,2,2
1884,121,26,3,4
647,148,7,3,3
1968,68,27,3,2
1682,99,22,3,3
1827,33,26,3,3
1117,3,18,14,12
1547,159,20,3,3
239,124,2,2,3
862,25,12,3,2
1168,188,15,4,4
480,194,4,4,4
1546,112,21,3,3
936,193,10,3,5
960,99,13,3,3
605,159,6,3,4
195,164,1,3,3
1763,162,23,4,5
1086,136,14,3,3
1836,2,29,33,30
1970,56,27,3,3
1317,152,17,3,3
258,35,4,1,1
1529,100,20,2,3
88,111,0,2,2
1929,14,32,6,5
334,82,3,2,2
1304,125,17,3,3
1747,188,23,4,5
474,178,4,3,3
1089,124,14,3,3
1984,57,27,3,3
1132,182,14,4,4
1768,138,23,3,3
1694,72,24,3,3
539,134,6,3,3
1403,79,19,2,3
1939,16,30,6,5
117,136,0,3,3
1181,33,17,2,2
393,185,2,3,4
1530,14,24,5,4
10,57,0,1,1
670,154,8,3,3
112,2,2,2,3
56,127,0,2,3
1479,132,19,3,4
609,103,7,3,2
1332,8,21,7,7
431,99,4,3,2
446,16,7,2,2
1565,184,20,4,5
1025,62,14,2,3
1618,8,25,9,7
995,74,13,2,2
1357,174,17,4,5
345,72,4,2,2
285,142,2,3,3
1585,155,21,3,4
965,140,12,3,4
888,143,11,3,3
147,20,2,1,1
1672,159,22,3,4
875,178,11,3,5
130,166,0,16,125
385,195,2,4,4
1204,196,15,29,8
1135,44,16,2,2
969,157,11,4,4
1038,24,15,2,2
838,191,9,4,4
534,59,7,2,2
1024,53,14,3,2
227,12,3,2,1
529,19,8,2,2
477,193,4,4,4
1028,5,16,9,7
575,138,6,3,4
438,172,5,3,4
1898,106,54,6,25
349,156,3,3,3
1401,191,18,3,4
1038,159,13,3,3
1386,127,18,4,3
386,88,4,2,2
904,138,11,3,4
1827,113,25,3,4
1798,168,23,4,5
184,31,2,1,1
1671,150,25,3,4
1944,157,26,4,4
1872,6,29,13,11
1704,127,22,4,5
1231,163,15,3,4
757,43,10,1,1
936,49,13,2,3
1870,64,26,3,3
65,190,0,4,3
170,55,2,2,1
814,55,11,2,2
95,77,0,2,2
1635,43,23,3,3
1708,13,26,7,5
7,88,0,2,2
1318,88,18,3,3
368,186,3,3,4
876,98,11,2,2
41,40,0,1,1
1419,148,19,3,4
361,61,5,1,2
1771,92,24,3,3
216,82,2,2,2
330,75,4,2,2
600,4,9,6,5
679,45,9,1,2
340,159,2,2,3
200,162,0,3,3
1145,191,13,4,4
1715,90,24,3,3
365,5,5,3,3
1613,171,21,3,4
6,59,0,1,2
965,73,13,2,2
908,200,10,4,4
1227,8,19,7,5
1355,143,18,3,3
1812,87,25,3,3
1321,42,19,2,2
71,108,0,2,3
394,186,3,3,4
303,102,3,2,2
435,103,5,2,3
1767,200,23,4,5
1570,57,21,3,3
1305,160,17,3,4
1547,185,19,4,5
586,186,6,4,4
1827,3,28,23,20
1866,30,26,4,3
1796,69,27,3,3
1223,140,15,3,4
1978,110,27,3,4
30,74,0,2,2
1824,81,25,3,3
639,31,9,2,2
568,107,7,3,2
1657,124,22,4,4
850,57,12,2,2
1105,14,17,4,4
27,111,0,2,3
568,196,5,3,4
1208,169,15,4,4
546,119,6,3,3
761,96,9,3,2
1451,169,19,3,3
1871,61,25,2,2
1428,34,20,3,3
1451,135,19,4,4
711,193,7,4,4
469,143,5,2,4
224,90,2,2,2
1439,115,19,3,3
1905,53,26,3,3
442,125,4,2,3
1709,87,23,3,3
857,45,11,2,3
1317,147,17,3,4
1347,140,17,3,4
98,9,1,0,1
893,197,10,4,4
1425,128,18,4,4
301,180,2,3,3
21,163,0,3,3
1072,139,13,3,3
1017,104,13,3,3
519,18,8,2,1
1323,110,18,2,3
22,80,0,1,2
1093,80,15,2,3
1290,85,17,3,3
1214,7,19,7,7
1104,78,14,3,3
341,157,3,3,3
59,35,0,0,1
1769,73,24,3,3
167,119,0,2,3
139,167,0,3,3
810,33,11,2,2
1343,92,18,2,2
1074,92,14,3,3
816,175,9,4,3
1204,109,16,3,3
912,155,11,3,4
115,179,0,3,4
1620,54,23,3,3
474,197,4,4,4
1198,173,15,3,4
823,121,10,3,3
1338,76,18,3,3
1580,136,20,3,4
1110,104,14,3,3
620,119,7,3,3
1463,126,20,3,3
1118,153,14,3,3
795,92,10,3,2
212,62,3,1,2
46,176,1,2,3
680,76,9,2,2
1008,23,15,2,3
145,34,2,1,1
447,17,7,2,2
1603,130,21,3,4
1900,83,26,2,2
32,30,0,1,1
403,167,3,3,4
1537,134,21,3,3
1453,161,18,4,4
765,86,10,3,2
557,141,6,2,3
595,181,6,3,4
1497,53,21,2,2
1166,123,15,2,3
1335,116,17,3,3
1486,146,19,4,4
1683,143,22,4,4
1444,181,18,4,5
1018,96,13,3,3
1620,107,22,3,3
441,182,4,3,4
842,19,13,2,3
862,109,11,3,3
1284,113,17,3,3
113,104,0,2,3
286,123,3,2,3
537,11,8,3,2
967,101,12,3,3
1322,4,21,13,11
457,18,6,2,2
2000,178,26,4,5
1561,61,21,3,3
879,122,11,3,3
566,11,9,3,2
383,162,4,3,4
836,183,9,4,25
685,159,7,4,3
1510,113,20,3,3
1760,95,24,3,3
673,63,9,3,2
744,1,12,27,25
594,34,8,3,2
1958,87,28,4,4
1655,191,21,4,4
840,177,10,3,5
1660,137,22,4,4
1951,35,29,4,3
1823,172,24,4,5
947,28,14,3,3
1278,164,25,7,6
735,157,18,4,4
1959,80,27,3,3
1296,119,17,3,3
1105,18,17,3,3
1926,67,27,3,3
1192,125,15,3,3
1622,29,23,3,3
387,126,4,2,3
1223,34,17,3,3
895,164,10,3,4
571,39,7,1,2
1036,198,12,3,4
1700,138,23,3,4
335,15,5,1,2
1200,86,16,2,2
1860,187,24,4,5
584,1,9,21,19
1559,146,20,3,4
1582,128,21,3,3
1776,109,24,3,4
1118,44,16,3,2
78,103,0,2,3
226,66,2,2,2
921,155,11,4,4
1022,160,12,4,4
1676,188,21,4,4
1161,10,18,5,5
295,94,3,2,3
1015,142,13,3,4
42,146,0,2,3
1298,171,16,4,4
1823,192,23,4,4
708,40,10,2,2
265,108,2,2,3
996,83,13,3,2
1698,160,22,4,4
1585,142,20,4,4
1300,44,18,3,3
825,36,12,2,2
1334,103,17,2,3
283,122,2,2,2
1979,185,26,4,5
1927,179,25,4,4
613,168,7,3,4
714,19,11,2,2
495,190,5,3,5
54,9,1,1,1
1502,117,20,3,3
922,102,12,2,3
1152,47,17,2,2
20,187,0,3,4
370,109,4,2,2
870,196,9,4,4
153,142,0,3,3
81,125,1,2,3
104,153,0,3,3
1933,6,30,13,11
1327,117,17,3,3
1997,2,31,37,32
260,133,2,2,3
1191,136,15,3,4
310,190,2,3,4
167,49,2,1,2
1402,9,21,7,6
649,19,10,2,2
853,80,11,3,2
1345,128,18,2,3
343,39,5,2,1
108,25,2,1,1
297,117,3,3,2
869,66,12,2,2
319,95,3,2,3
1757,78,24,3,4
1687,153,22,4,4
1747,27,25,4,3
1803,90,25,3,3
1570,50,22,2,2
891,118,11,3,3
130,168,0,2,3
1817,158,24,3,4
666,56,9,2,2
1918,128,25,3,3
279,149,2,3,3
232,55,3,2,1
1689,56,24,3,3
1953,164,26,4,4
1693,17,26,5,5
1464,40,20,3,3
129,58,1,1,1
529,14,8,2,2
1324,152,17,3,4
1245,14,20,4,4
1271,82,17,3,3
1972,192,26,4,5
1999,79,27,3,3
857,193,10,4,4
78,7,1,1,1
1635,138,22,3,4
300,90,3,2,3
1605,38,22,3,3
1261,125,16,3,3
1946,1,30,69,61
1377,186,17,4,4
266,175,1,2,3
152,114,0,2,2
1817,158,24,4,4
1125,35,16,2,2
493,192,4,4,4
843,194,9,4,4
1513,194,19,4,4
661,32,9,2,2
889,103,11,2,3
880,111,11,2,3
959,45,13,2,2
1213,83,16,3,3
334,177,2,3,3
1044,32,15,2,2
1061,126,14,3,3
1355,93,18,3,3
1420,165,18,3,4
343,146,3,3,3
1840,74,26,2,3
1932,144,26,3,5
7,96,0,2,2
417,187,4,3,4
1916,170,25,4,5
448,105,5,2,2
322,26,5,1,1
626,52,8,2,2
194,80,2,2,2
1918,136,26,4,4
1070,190,13,3,4
1916,75,26,2,2
919,109,12,2,3
260,1,4,9,8
877,101,11,2,3
1823,109,25,3,4
556,145,6,3,3
1420,4,22,13,12
1780,87,24,3,3
43,38,0,1,1
1166,66,16,3,3
174,15,3,1,1
590,66,8,2,2
1268,9,20,6,5
849,128,11,3,3
282,130,2,3,3
1616,89,22,3,3
1221,114,16,3,3
321,105,3,2,3
946,108,12,2,2
806,148,9,3,4
1053,189,13,4,4
544,72,7,2,2
792,77,11,2,2
729,176,8,3,4
394,35,5,2,1
740,115,9,2,3
1931,117,60,7,3
1560,109,21,3,4
1838,159,35,4,5
1001,119,13,3,3
1978,134,26,3,4
1501,121,20,3,3
1869,36,26,4,3
835,93,11,3,2
1506,153,20,4,4
180,85,2,1,2
1248,34,35,7,6
1740,182,22,4,5
636,164,7,3,4
890,122,11,3,3
660,113,8,3,3
238,153,1,3,3
244,184,1,3,3
1997,98,27,3,3
1220,144,15,3,4
409,123,4,3,3
1632,165,21,3,4
266,30,3,2,1
552,54,10,2,2
1497,189,19,4,4
1738,128,23,3,3
1898,180,25,4,5
1698,150,22,3,4
107,46,1,1,2
844,158,10,3,4
333,33,5,1,2
1408,46,20,3,3
708,64,9,2,2
1484,27,21,3,3
1631,30,23,3,4
537,157,5,3,4
664,34,9,2,2
1451,102,20,3,3
1804,179,23,4,4
382,158,3,3,4
1923,10,30,8,7
1335,191,16,4,5
1647,144,21,4,4
1534,21,23,4,4
1187,149,15,3,4
340,4,5,4,3
1336,141,17,3,3
1242,193,15,4,5
69,113,0,2,2
1686,84,22,3,3
1822,110,25,3,4
223,48,2,1,1
1398,48,20,2,2
1143,169,14,3,4
1373,179,18,3,4
746,12,12,3,3
1551,153,20,4,3
652,119,8,2,3
228,15,3,2,1
406,146,4,3,3
1867,71,26,2,3
1627,16,25,5,5
221,105,1,2,2
898,86,11,3,2
1333,8,21,7,6
92,186,0,3,4
1028,103,13,3,3
1973,10,31,8,7
1333,156,17,4,4
174,95,1,2,2
1505,172,19,4,4
594,109,7,3,3
1704,176,22,4,4
1785,122,24,3,3
878,43,11,2,2
875,34,12,2,2
373,140,4,3,3
1426,151,19,4,4
1136,114,14,3,3
1478,37,21,3,2
144,88,1,2,2
568,78,7,2,2
207,20,3,1,1
1345,86,18,3,3
1942,120,26,3,3
1303,109,17,2,3
692,145,8,3,4
1148,196,14,4,5
1262,163,16,3,4
1852,98,25,3,3
1633,29,23,3,3
532,127,6,3,3
1294,125,17,3,3
179,50,2,1,2
3,96,0,1,2
1321,110,18,3,3
771,189,8,3,4
228,122,1,3,2
182,176,0,3,4
1165,68,15,2,3
1065,7,17,6,6
1657,77,23,3,3
1296,176,16,3,4
1170,90,15,3,3
939,183,11,3,4
861,190,9,4,4
770,175,8,3,3
694,12,11,3,2
1138,9,18,6,5
1956,168,27,4,4
762,66,9,2,2
1415,70,19,2,2
47,101,1,1,2
364,129,3,2,3
14,44,0,1,1
1574,174,20,4,4
523,71,7,2,2
889,151,10,3,3
409,196,3,3,4
400,176,3,3,4
383,34,6,1,2
1395,176,17,4,4
132,51,2,1,2
1291,104,16,2,3
898,131,12,2,3
926,139,11,2,4
1377,183,17,4,4
184,184,0,3,4
786,95,10,2,2
1931,64,26,3,3
778,144,9,3,4
540,12,9,2,2
1979,30,27,3,3
1016,110,13,3,3
839,138,10,3,3
561,32,8,1,1
1686,26,24,4,3
1840,51,25,3,3
1564,2,25,28,25
1211,91,16,3,3
781,2,12,15,13
706,177,8,3,4
1305,134,17,3,4
748,84,10,2,2
1191,193,15,4,4
1699,75,23,3,3
1284,133,16,3,3
281,95,3,2,2
773,97,10,2,2
314,23,4,2,1
963,55,13,2,2
1060,29,15,3,2
971,16,15,3,4
1037,89,14,2,2
1600,104,22,3,3
1940,182,25,4,5
1560,84,21,3,3
637,13,10,2,3
1243,100,16,3,3
1932,132,27,3,4
904,142,11,3,3
324,58,4,2,1
248,24,3,2,1
1058,51,14,2,2
149,145,0,3,3
1042,194,13,26,5
1388,81,19,3,3
802,115,10,2,2
1875,126,25,4,4
1735,70,32,17,4
50,130,0,3,2
547,172,5,3,3
488,169,5,3,4
323,152,2,3,3
1377,112,19,3,4
1572,133,21,4,4
931,79,13,3,3
719,138,9,3,4
1824,81,25,3,3
1633,16,27,6,5
100,34,1,1,1
343,126,3,3,3
752,197,9,4,5
905,132,11,3,3
1689,166,22,4,5
921,35,13,2,2
1090,156,14,4,4
1640,196,21,4,5
793,137,15,4,5
778,23,11,2,2
559,175,5,4,4
1715,45,24,3,3
1655,119,22,4,3
845,138,10,3,3
1929,85,27,3,3
627,108,7,3,3
158,124,0,3,2
1406,88,19,3,3
4,104,0,2,3
1254,197,15,4,5
1039,32,14,3,2
61,97,0,2,2
1986,188,25,5,5
937,51,13,2,2
1678,29,24,3,4
384,65,5,1,2
817,10,12,4,3
1750,154,23,4,4
1439,21,22,4,3
775,57,10,2,2
81,52,1,1,2
1386,83,19,2,3
1491,22,23,4,3
394,143,4,3,3
1706,122,23,4,3
1579,187,20,4,5
422,7,7,3,3
504,15,8,2,2
933,162,11,3,4
625,183,6,4,4
1020,165,13,3,4
1881,144,25,3,4
1509,71,21,2,2
68,176,0,2,3
1531,66,22,2,2
1371,176,17,4,4
1897,13,29,6,5
926,125,12,2,3
713,21,10,3,2
255,117,2,3,3
1642,104,22,3,4
569,80,7,2,2
1779,165,23,4,4
1075,144,14,3,3
368,64,5,1,2
113,188,0,3,4
465,113,5,2,3
1942,177,25,3,4
1080,137,14,3,3
56,90,0,2,2
1240,91,16,3,3
1674,185,21,4,4
1834,17,29,5,4
61,169,0,3,4
1868,66,26,3,3
321,1,5,11,11
919,60,13,2,2
1522,183,19,4,5
858,140,10,3,3
1596,155,21,3,4
1352,64,18,2,3
1788,41,24,3,3
949,16,15,3,3
791,168,9,3,3
1566,161,20,3,4
650,8,10,3,4
96,125,1,2,3
738,198,8,4,4
1111,28,16,3,2
1046,151,12,2,3
1148,149,14,3,3
1930,191,25,4,4
1282,154,16,3,4
811,75,11,2,3
532,34,7,2,2
155,20,3,1,1
320,23,5,1,2
750,51,10,2,2
1780,124,23,3,3
1379,143,17,3,4
693,16,11,2,3
332,18,4,1,1
654,30,9,1,1
714,176,8,3,4
1948,100,27,3,4
414,47,6,1,2
858,172,10,3,4
1312,186,16,4,5
1,38,0,1,1
772,75,10,2,2
284,127,2,3,3
164,119,1,2,3
370,50,5,2,1
1225,6,19,9,7
256,96,3,2,2
911,77,12,2,3
720,176,8,3,3
1404,112,18,3,4
681,143,8,3,3
883,106,11,2,3
1021,83,14,3,2
791,164,9,3,4
167,171,0,3,3
1016,141,12,2,3
1682,65,23,3,3
1118,52,15,3,2
1281,184,16,4,4
263,76,3,2,2
983,123,12,3,3
693,124,9,2,3
908,105,12,3,3
1217,176,14,4,5
1680,14,26,6,5
1597,104,21,3,4
1082,98,14,2,3
1222,40,17,3,2
1743,98,23,3,3
827,120,10,2,2
1195,16,18,4,3
1362,166,17,3,4
1971,137,26,4,4
100,192,0,3,4
321,139,3,2,3
745,132,8,3,3
1306,108,17,3,3
1170,23,18,3,3
1390,93,18,3,3
822,196,9,3,4
1490,143,20,3,4
443,102,5,2,2
1231,182,16,3,4
1883,48,26,3,3
518,47,7,2,2
579,57,8,2,2
853,6,13,6,5
11,147,0,2,3
1619,7,26,9,9
1184,170,15,3,4
1629,190,21,4,4
887,191,10,3,5
153,170,0,3,4
932,66,12,3,2
1479,183,19,4,4
1578,179,20,4,4
1302,168,16,4,4
463,141,5,3,3
1291,74,17,3,2
1999,86,28,3,3
1205,55,17,2,3
1485,144,20,3,4
1179,182,14,3,4
212,48,3,1,2
1862,47,26,2,2
19,171,1,2,3
1685,93,23,3,3
1869,130,24,3,4
1140,146,14,4,3
1027,136,13,4,3
771,48,11,2,2
977,170,12,3,4
121,128,0,2,2
130,68,1,2,2
972,158,15,6,5
194,10,3,1,1
4,35,0,1,1
1999,104,28,4,3
277,110,3,2,3
1137,39,30,4,3
86,67,0,2,2
978,106,13,3,3
274,170,2,3,3
1072,52,14,3,2
380,126,4,3,2
1183,125,15,3,4
926,108,12,3,3
1570,110,21,3,3
996,9,16,5,4
1322,177,54,9,8
503,139,10,5,58
1884,74,51,6,6
568,131,12,6,6
1757,90,47,5,6
1377,85,71,9,7
1909,53,52,6,7
1527,186,38,7,8
1722,23,47,7,6
1974,27,54,8,7
640,3,19,16,15
574,157,12,6,7
1352,184,32,8,8
1683,27,47,7,7
1557,51,42,6,5
731,200,15,7,8
1929,146,49,8,8
1137,148,28,6,7
1166,199,27,8,9
445,172,8,5,7
1467,199,35,8,9
659,37,18,3,3
1047,182,25,6,8
1197,118,30,6,6
1405,127,36,6,7
1212,29,33,5,5
1123,109,28,5,6
1975,19,59,11,9
1755,161,44,7,8
507,146,9,5,6
902,82,33,3,2
440,174,4,4,4
904,61,14,2,3
305,158,2,3,4
573,180,7,4,4
90,191,0,3,5
763,186,9,4,5
1531,167,23,4,4
45,129,0,2,4
924,133,13,3,4
1962,63,31,4,4
64,123,0,3,3
1518,182,22,4,4
1230,138,18,3,4
1285,121,19,3,3
1901,110,30,3,3
1564,144,23,3,4
710,136,9,3,3
282,192,2,3,4
825,39,13,2,2
1113,134,16,4,4
644,24,10,3,2
1125,181,15,4,5
1125,83,18,3,3
365,149,3,3,3
894,124,13,3,3
1676,91,26,3,4
154,136,0,3,3
1190,136,18,3,4
1507,82,24,3,4
10,115,0,2,3
979,2,18,21,19
1852,76,29,3,3
1964,137,30,4,5
420,197,4,4,5
1364,12,24,6,6
47,185,0,3,5
824,113,11,3,4
709,25,11,2,3
962,123,14,3,3
217,114,2,2,3
195,127,2,2,4
1416,29,23,3,3
1852,12,33,8,7
852,107,13,3,3
1998,41,32,4,4
1214,107,19,3,4
494,178,5,4,4
937,87,14,3,3
1996,124,31,4,4
661,160,9,3,4
1981,80,32,3,4
182,30,3,1,1
1773,115,28,3,4
587,104,8,2,2
618,96,9,2,3
140,105,0,3,3
707,144,10,3,4
1664,86,26,3,3
331,21,6,1,1
307,130,3,3,3
1423,131,21,4,4
587,61,9,3,2
1095,95,16,2,3
626,81,9,2,2
1796,44,29,3,3
217,26,3,1,2
1944,96,31,4,4
1710,75,27,4,4
1401,56,22,3,3
821,28,13,3,2
799,142,11,3,4
1492,25,25,4,3
580,172,7,4,4
1771,132,27,4,5
1720,173,37,6,6
211,48,2,1,2
169,1,3,7,6
1704,198,28,6,5
297,1,5,13,11
1683,53,27,4,3
762,90,11,3,3
1536,15,27,5,5
600,124,8,3,3
1020,150,14,3,4
1236,39,20,3,3
934,38,15,3,2
260,81,3,2,2
847,96,13,2,3
220,116,2,3,3
29,129,0,2,3
730,97,11,2,3
1693,147,26,4,4
1118,128,17,3,4
550,91,7,3,3
1566,36,25,4,3
1956,107,31,3,3
394,43,6,2,2
868,156,12,3,4
833,200,10,4,5
485,71,6,2,2
1268,107,19,3,4
647,127,9,3,3
938,38,15,3,2
1944,123,30,4,5
1882,106,29,3,3
164,163,0,3,4
641,47,10,2,2
1850,147,28,4,4
1215,29,20,3,3
425,161,4,3,4
1853,173,28,6,5
32,36,0,1,1
263,92,3,2,3
394,76,6,2,2
1565,146,24,4,4
795,42,12,3,2
174,108,1,2,3
1249,26,20,3,3
1380,135,21,4,4
198,95,1,2,2
1578,130,24,4,4
896,111,13,3,3
1515,198,22,4,5
1176,84,18,3,3
1502,110,22,3,3
1585,30,26,3,3
1195,195,17,4,5
1818,79,29,3,3
1542,115,23,4,4
1995,95,32,3,3
802,4,15,9,8
126,140,0,3,4
792,3,14,11,11
551,84,8,2,3
1554,72,24,3,3
1693,24,28,4,4
856,184,12,4,4
1575,170,23,4,4
1927,106,33,7,6
1112,77,19,2,2
695,64,11,2,3
1286,142,19,4,5
225,44,3,2,2
1243,194,18,4,4
1583,27,26,4,4
320,121,3,3,3
536,81,7,3,2
1162,36,18,3,3
644,176,8,4,5
1667,184,25,4,5
317,155,3,3,4
1754,172,26,5,5
618,74,9,2,3
1226,65,19,3,3
1992,12,36,8,8
1550,63,25,3,3
1408,87,22,3,3
1348,62,21,2,2
619,187,7,3,4
1973,21,35,6,5
1542,96,24,3,3
239,157,2,3,4
895,41,14,2,3
882,38,14,2,2
1891,85,30,3,3
123,111,0,2,2
1415,134,21,3,3
567,19,10,2,2
